QueryId,EntityId
INEX_LD-2009022,<dbpedia:Escabeche>
INEX_LD-2009022,<dbpedia:ChicharrÃ³n>
INEX_LD-2009022,<dbpedia:Fufu>
INEX_LD-2009022,<dbpedia:Bhojpuri_cuisine>
INEX_LD-2009022,<dbpedia:Ceviche>
INEX_LD-2009022,<dbpedia:Israeli_cuisine>
INEX_LD-2009022,<dbpedia:Khichdi>
INEX_LD-2009022,<dbpedia:Seafood_dishes>
INEX_LD-2009022,<dbpedia:National_dish>
INEX_LD-2009022,<dbpedia:Cuisine_of_Jharkhand>
INEX_LD-2009022,<dbpedia:Masala_Dosa>
INEX_LD-2009022,<dbpedia:Tostones>
INEX_LD-2009022,<dbpedia:List_of_Uzbek_dishes>
INEX_LD-2009022,<dbpedia:Urap>
INEX_LD-2009022,<dbpedia:DOSA>
INEX_LD-2009022,<dbpedia:Maghaz>
INEX_LD-2009022,<dbpedia:Oncom>
INEX_LD-2009022,<dbpedia:Sauerkraut>
INEX_LD-2009022,<dbpedia:Roast_chicken>
INEX_LD-2009022,<dbpedia:Salchipapas>
INEX_LD-2009022,<dbpedia:List_of_Japanese_dishes>
INEX_LD-2009022,<dbpedia:Fish_ball>
INEX_LD-2009022,<dbpedia:American_Chinese_cuisine>
INEX_LD-2009022,<dbpedia:Balochi_cuisine>
INEX_LD-2009022,<dbpedia:Laping>
INEX_LD-2009022,<dbpedia:List_of_Sami_dishes>
INEX_LD-2009022,<dbpedia:Ghanaian_cuisine>
INEX_LD-2009022,<dbpedia:Tikka_(food)>
INEX_LD-2009022,<dbpedia:Twelve-dish_Christmas_Eve_supper>
INEX_LD-2009022,<dbpedia:Chana_masala>
INEX_LD-2009022,<dbpedia:Texas_caviar>
INEX_LD-2009022,<dbpedia:Chicken_and_dumplings>
INEX_LD-2009022,<dbpedia:List_of_Ethiopian_dishes_and_foods>
INEX_LD-2009022,<dbpedia:Chifle>
INEX_LD-2009022,<dbpedia:Steamed_rice>
INEX_LD-2009022,<dbpedia:Hushpuppy>
INEX_LD-2009022,<dbpedia:Coconut_rice>
INEX_LD-2009022,<dbpedia:Ugali>
INEX_LD-2009022,<dbpedia:List_of_foods_of_the_Southern_United_States>
INEX_LD-2009022,<dbpedia:Coleslaw>
INEX_LD-2009022,<dbpedia:Chimichanga>
INEX_LD-2009022,<dbpedia:Anticucho>
INEX_LD-2009022,<dbpedia:Rendang>
INEX_LD-2009022,<dbpedia:Pig's_ear_(food)>
INEX_LD-2009022,<dbpedia:Angolan_cuisine>
INEX_LD-2009022,<dbpedia:List_of_Sicilian_dishes>
INEX_LD-2009022,<dbpedia:Harees>
INEX_LD-2009022,<dbpedia:Pisang_goreng>
INEX_LD-2009022,<dbpedia:Kushari>
INEX_LD-2009022,<dbpedia:Knieperkohl>
INEX_LD-2009022,<dbpedia:Nachos>
INEX_LD-2009022,<dbpedia:Libyan_cuisine>
INEX_LD-2009022,<dbpedia:Cuisine_of_Mauritius>
INEX_LD-2009022,<dbpedia:List_of_Israeli_dishes>
INEX_LD-2009022,<dbpedia:Curry_in_the_Crown:_The_Story_of_Britain's_Favourite_Dish>
INEX_LD-2009022,<dbpedia:Pinchitos>
INEX_LD-2009022,<dbpedia:CaÄŸ_kebabÄ±>
INEX_LD-2009022,<dbpedia:Baba_Ghanoush>
INEX_LD-2009022,<dbpedia:Maksalaatikko>
INEX_LD-2009022,<dbpedia:Ã‰touffÃ©e>
INEX_LD-2009022,<dbpedia:Tripe>
INEX_LD-2009022,<dbpedia:List_of_Moroccan_dishes>
INEX_LD-2009022,<dbpedia:List_of_Spanish_dishes>
INEX_LD-2009022,<dbpedia:Yakitori>
INEX_LD-2009022,<dbpedia:Cuisine_of_Manipur>
INEX_LD-2009022,<dbpedia:Indian_Chinese_cuisine>
INEX_LD-2009022,<dbpedia:Nshima>
INEX_LD-2009022,<dbpedia:Queso_flameado>
INEX_LD-2009022,<dbpedia:Bonda>
INEX_LD-2009022,<dbpedia:Zrazy>
INEX_LD-2009022,<dbpedia:Al_forno>
INEX_LD-2009022,<dbpedia:Janssons_frestelse>
INEX_LD-2009022,<dbpedia:Poutine>
INEX_LD-2009022,<dbpedia:Ghugni>
INEX_LD-2009022,<dbpedia:Lanttulaatikko>
INEX_LD-2009022,<dbpedia:Sour_cabbage>
INEX_LD-2009022,<dbpedia:Duros_(food)>
INEX_LD-2009022,<dbpedia:Omani_cuisine>
INEX_LD-2009022,<dbpedia:Hoe_(dish)>
INEX_LD-2009022,<dbpedia:Democratic_Republic_of_the_Congo_cuisine>
INEX_LD-2009022,<dbpedia:Sorullos>
INEX_LD-2009022,<dbpedia:New_England_boiled_dinner>
INEX_LD-2009022,<dbpedia:Michigan_hot_dog>
INEX_LD-2009022,<dbpedia:Corn_Dog>
INEX_LD-2009022,<dbpedia:Soy_sauce_chicken>
INEX_LD-2009022,<dbpedia:Croquette>
